,count,key,month,satellite,vis_median,year
159,44258,west-bengal-murshidabad,11,F10,-0.7079,1993
160,34883,west-bengal-north-twenty-four-parganas,11,F10,0.2921,1993
161,29814,west-bengal-nadia,11,F10,0.1250,1993
162,34883,west-bengal-dakshin-dinajpur,11,F10,-0.9157,1993
163,42865,west-bengal-south-twenty-four-parganas,11,F10,-0.0105,1993
164,45751,west-bengal-hugli,11,F10,0.7097,1993
165,32392,west-bengal-uttar-dinajpur,11,F10,-0.9157,1993
166,14970,west-bengal-darjiling,11,F10,0.0000,1993
167,53003,west-bengal-birbhum,11,F10,0.0000,1993
168,71078,west-bengal-purba-medinipur,11,F10,-0.7079,1993
169,17311,west-bengal-haora,11,F10,0.3053,1993
170,35747,west-bengal-uttar-dinajpur,12,F10,-0.3636,1993
171,17445,west-bengal-haora,12,F10,1.2308,1993
172,18907,west-bengal-jalpaiguri,12,F10,-0.3636,1993
173,38873,west-bengal-dakshin-dinajpur,12,F10,-0.2326,1993
174,43879,west-bengal-south-twenty-four-parganas,12,F10,0.4167,1993
175,33080,west-bengal-north-twenty-four-parganas,12,F10,0.9643,1993
176,39566,west-bengal-maldah,12,F10,0.1111,1993
177,173991,west-bengal-paschim-medinipur,12,F10,-0.0357,1993
178,45625,west-bengal-murshidabad,12,F10,0.3415,1993
179,29866,west-bengal-nadia,12,F10,0.9048,1993
180,28009,west-bengal-koch-bihar,12,F10,-0.5300,1993
181,53184,west-bengal-birbhum,12,F10,0.6364,1993
182,68089,west-bengal-purba-medinipur,12,F10,-0.1348,1993
183,59351,west-bengal-barddhaman,12,F10,1.1111,1993
184,15969,west-bengal-darjiling,12,F10,0.3068,1993
185,59991,west-bengal-puruliya,12,F10,-0.1970,1993
186,85058,west-bengal-bankura,12,F10,0.2151,1993
187,42929,west-bengal-hugli,12,F10,1.4805,1993
188,40705,west-bengal-south-twenty-four-parganas,1,F10,-0.1546,1994
189,26438,west-bengal-koch-bihar,1,F10,-0.8143,1994
190,17375,west-bengal-jalpaiguri,1,F10,-0.5263,1994
191,34152,west-bengal-uttar-dinajpur,1,F10,-0.8143,1994
192,75672,west-bengal-bankura,1,F10,-0.5263,1994
193,35905,west-bengal-dakshin-dinajpur,1,F10,-0.8143,1994
194,31797,west-bengal-north-twenty-four-parganas,1,F10,0.4737,1994
195,37049,west-bengal-maldah,1,F10,-0.7391,1994
196,16666,west-bengal-haora,1,F10,0.5142,1994
197,42907,west-bengal-hugli,1,F10,0.8333,1994
198,53043,west-bengal-barddhaman,1,F10,0.2418,1994
199,15229,west-bengal-darjiling,1,F10,-0.1538,1994
200,52591,west-bengal-puruliya,1,F10,-0.7582,1994
201,50390,west-bengal-birbhum,1,F10,-0.1667,1994
202,28023,west-bengal-nadia,1,F10,0.2418,1994
203,70037,west-bengal-purba-medinipur,1,F10,-0.4889,1994
204,42886,west-bengal-murshidabad,1,F10,-0.3571,1994
205,169416,west-bengal-paschim-medinipur,1,F10,-0.7582,1994
206,42210,west-bengal-murshidabad,2,F10,-0.6615,1994
207,50181,west-bengal-birbhum,2,F10,-0.5857,1994
208,15520,west-bengal-jalpaiguri,2,F10,-0.4674,1994
209,60800,west-bengal-purba-medinipur,2,F10,-0.9268,1994
210,34513,west-bengal-maldah,2,F10,-0.6618,1994
211,13467,west-bengal-darjiling,2,F10,0.3684,1994
212,77934,west-bengal-bankura,2,F10,-0.9268,1994
213,54186,west-bengal-barddhaman,2,F10,-0.1809,1994
214,26344,west-bengal-nadia,2,F10,-0.1316,1994
215,39585,west-bengal-hugli,2,F10,0.3723,1994
216,36637,west-bengal-south-twenty-four-parganas,2,F10,-0.4674,1994
217,159175,west-bengal-paschim-medinipur,2,F10,-1.0448,1994
218,58083,west-bengal-puruliya,2,F10,-0.8706,1994
219,14491,west-bengal-haora,2,F10,-0.1316,1994
220,30874,west-bengal-uttar-dinajpur,2,F10,-0.8118,1994
221,32744,west-bengal-dakshin-dinajpur,2,F10,-0.9268,1994
222,27800,west-bengal-north-twenty-four-parganas,2,F10,0.1222,1994
223,23854,west-bengal-koch-bihar,2,F10,-0.6615,1994
224,72590,west-bengal-purba-medinipur,3,F10,-1.1099,1994
225,45072,west-bengal-hugli,3,F10,0.1481,1994
226,47648,west-bengal-murshidabad,3,F10,-1.1489,1994
227,61347,west-bengal-barddhaman,3,F10,-0.6875,1994
228,59278,west-bengal-puruliya,3,F10,-1.4118,1994
229,36028,west-bengal-north-twenty-four-parganas,3,F10,-0.1489,1994
230,30750,west-bengal-koch-bihar,3,F10,-0.9429,1994
231,15277,west-bengal-darjiling,3,F10,0.0645,1994
232,31866,west-bengal-nadia,3,F10,-0.5275,1994
233,19522,west-bengal-jalpaiguri,3,F10,-0.5275,1994
234,89149,west-bengal-bankura,3,F10,-1.4118,1994
235,55986,west-bengal-birbhum,3,F10,-0.9429,1994
236,42914,west-bengal-maldah,3,F10,-1.5275,1994
237,38102,west-bengal-uttar-dinajpur,3,F10,-1.5275,1994
238,187571,west-bengal-paschim-medinipur,3,F10,-1.1489,1994
239,44374,west-bengal-south-twenty-four-parganas,3,F10,-0.1489,1994
240,17716,west-bengal-haora,3,F10,0.2927,1994
241,41136,west-bengal-dakshin-dinajpur,3,F10,-1.5275,1994
242,44779,west-bengal-barddhaman,4,F10,-0.7791,1994
243,22840,west-bengal-nadia,4,F10,-0.5843,1994
244,44893,west-bengal-purba-medinipur,4,F10,-0.3108,1994
245,37671,west-bengal-dakshin-dinajpur,4,F10,-1.4462,1994
246,17150,west-bengal-jalpaiguri,4,F10,-0.4462,1994
247,26070,west-bengal-koch-bihar,4,F10,-0.6792,1994
248,129476,west-bengal-paschim-medinipur,4,F10,-1.5333,1994
249,40671,west-bengal-maldah,4,F10,-1.3108,1994
250,34579,west-bengal-hugli,4,F10,0.2576,1994
251,15810,west-bengal-darjiling,4,F10,-0.0571,1994
252,37308,west-bengal-uttar-dinajpur,4,F10,-1.2933,1994
253,44376,west-bengal-birbhum,4,F10,-1.4000,1994
