,count,key,month,satellite,vis_median,year
331,3355,tamilnadu-dindigul,11,F10,0.9895,1993
332,15114,tamilnadu-kancheepuram,11,F10,0.1356,1993
333,10924,tamilnadu-thanjavur,11,F10,1.0843,1993
334,4561,tamilnadu-namakkal,11,F10,2.0000,1993
335,654,tamilnadu-theni,11,F10,0.2921,1993
336,3065,tamilnadu-ramanathapuram,11,F10,0.5287,1993
337,5667,tamilnadu-tiruchirappalli,11,F10,0.9895,1993
338,5516,tamilnadu-sivaganga,11,F10,0.9895,1993
339,10574,tamilnadu-cuddalore,11,F10,0.7097,1993
340,18163,tamilnadu-tiruvannamalai,11,F10,-0.5823,1993
341,4585,tamilnadu-dindigul,12,F10,2.8030,1993
342,11276,tamilnadu-pudukkottai,12,F10,1.2151,1993
343,6853,tamilnadu-madurai,12,F10,2.4700,1993
344,14482,tamilnadu-kancheepuram,12,F10,0.3068,1993
345,12253,tamilnadu-cuddalore,12,F10,0.9048,1993
346,7400,tamilnadu-erode,12,F10,3.2152,1993
347,819,tamilnadu-kanniyakumari,12,F10,0.8667,1993
348,6937,tamilnadu-nagapattinam,12,F10,0.9048,1993
349,2669,tamilnadu-karur,12,F10,1.8030,1993
350,4106,tamilnadu-ramanathapuram,12,F10,1.3415,1993
351,4785,tamilnadu-thoothukkudi,12,F10,2.4167,1993
352,10567,tamilnadu-dharmapuri,12,F10,1.3523,1993
353,5463,tamilnadu-tirunelveli,12,F10,3.3415,1993
354,731,tamilnadu-the-nilgiris,12,F10,0.8030,1993
355,9566,tamilnadu-thiruvallur,12,F10,2.2151,1993
356,2334,tamilnadu-perambalur,12,F10,1.1111,1993
357,9812,tamilnadu-krishnagiri,12,F10,0.2151,1993
358,22248,tamilnadu-viluppuram,12,F10,0.8652,1993
359,6909,tamilnadu-tiruchirappalli,12,F10,2.3068,1993
360,5582,tamilnadu-virudhunagar,12,F10,2.4167,1993
361,3754,tamilnadu-coimbatore,12,F10,2.7674,1993
362,12811,tamilnadu-thanjavur,12,F10,1.4700,1993
363,5894,tamilnadu-namakkal,12,F10,3.4167,1993
364,2944,tamilnadu-ariyalur,12,F10,0.7674,1993
365,6178,tamilnadu-sivaganga,12,F10,1.4607,1993
366,1042,tamilnadu-theni,12,F10,3.2610,1993
367,20349,tamilnadu-tiruvannamalai,12,F10,0.4607,1993
368,9790,tamilnadu-salem,12,F10,3.4167,1993
369,14236,tamilnadu-vellore,12,F10,1.2151,1993
370,7205,tamilnadu-thiruvarur,12,F10,1.2151,1993
371,4559,tamilnadu-tiruppur,12,F10,3.2152,1993
372,8333,tamilnadu-virudhunagar,1,F10,0.5376,1994
373,4513,tamilnadu-coimbatore,1,F10,1.5111,1994
374,25918,tamilnadu-tiruvannamalai,1,F10,0.1170,1994
375,8959,tamilnadu-tiruchirappalli,1,F10,0.7711,1994
376,12454,tamilnadu-krishnagiri,1,F10,0.0101,1994
377,13614,tamilnadu-thiruvallur,1,F10,1.8454,1994
